,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
1926,-0.2737218415594677,-0.5113329277590494,-0.3469348762004531,0.15145319456093015,-0.5084449971696657,0.45422428893497474,-0.13141813082593856,-0.06287699941733708,-0.06827428715841118,-0.05600955292258972,-0.16264809159435054,1.0,1.0,3.503860746163208
1935,-0.24589693877803118,-0.1055128952455497,-0.2380958048113152,-0.19994190984658933,-0.15826541781677853,0.21390257881934693,0.36376348243935985,-0.06285133738142915,-0.02012415483964528,-0.028339236564433327,0.7895890281964721,1.0,1.0,6.925016256151117
1936,0.127496766055824,0.0007372039959359693,-0.10656072863767617,-0.07177065603971382,-0.05473525629977695,0.21614989498293438,-0.11945716088590355,0.02924902102013889,0.9271202073717923,-0.050871322157169864,-0.2006384833061312,2.0,1.0,3.857766332262572
1939,0.13729018361075995,-0.1585409377695572,0.06658612211437874,-0.0018706122760901525,-0.26326088153477567,0.13647038426593633,-0.026511051702225032,0.08250816326140789,0.9240713681819667,-0.023826922814765047,-0.040773270005649204,36.0,7.0,8.236467437331061
1941,-0.6248965902306085,-0.27459543552447946,-0.4201589060845932,-0.22534452809516095,-0.3118440078160875,0.28830301695039556,0.2829903737100587,0.10005360083975574,-0.10314103982091001,-0.05513579595044979,-0.1505002194854199,36.0,17.0,3.5593876992721984
1942,-0.43882689427375837,-0.13047967038947877,-0.17671505995565748,-0.3065817194656266,-0.026414620728086972,0.46331924681634146,0.20213403886336948,-0.1874192766004103,0.0802940801207782,-0.06591244328911704,0.6025340225260113,2.0,2.0,2.9774298160180046
1943,-0.5153235154080666,-0.3315955217028378,-0.4394766597046269,-0.14830386653315972,-0.2775658665228096,0.194694790853211,0.5222154353936338,-0.07247542508683666,-0.07803548171897032,-0.04899875640879349,-0.08917050305307823,86.0,36.0,4.005197035171961
1945,-0.16440598061573292,-0.3616528338889864,-0.14185889200306245,0.17622501186756642,-0.4388927959520044,0.3228705676825937,0.5988665654872098,0.04622989603828064,-0.041792781027059314,-0.04799306318126736,-0.35958041410772373,22.0,4.0,4.089125821254373
1946,-0.46121272611154945,-0.24852252806562014,-0.27044802437757054,-0.14621202195582073,-0.35143702799375753,0.45832413447616577,0.4962667742181956,0.1141067846469172,-0.09579553600963771,-0.09061307178768123,-0.14401980829215566,43.0,23.0,2.16579870899259
1947,-0.4207166982140345,-0.34404696243860944,-0.3797074433242544,-0.17623862485089126,-0.476970333320513,0.23259169580702466,0.4135605436321673,-0.05559331809165757,-0.06245728945230668,-0.04740818462967356,-0.2598468145038896,163.0,43.0,4.139573692361487
1949,-0.15895666110651827,-0.47990607208345215,-0.32107005194869587,-0.29782981218512483,-0.33538476874263884,0.5260456822801208,-0.1941550777844433,-0.015687660906356565,0.29578779651545967,-0.08306242030848873,-0.1763385393595302,169.0,32.0,2.3626770465723688
1950,0.016885571910262076,-0.32700236283388534,0.0580496201714163,-0.05213427948407717,0.005409031782004909,0.41169174024916727,0.11106699314321575,0.8090025329699148,0.04742813944767691,-0.0766518857386887,-0.2055026246361953,17.0,6.0,2.5602719620576706
1952,-0.35168217985917133,-0.4640615360224212,-0.05095633645416331,-0.3172545441174945,-0.3582938868535373,0.571519132597194,-0.10407336628791347,0.2848543267205895,-0.04317433669766393,-0.08478010987689133,-0.04106055872439529,14.0,5.0,2.314807968290981
1953,-0.4629955469316324,-0.2964317808091613,-0.4050523389578532,-0.1677814738049611,-0.40927770484374604,0.21101259960141547,0.5251903868484644,-0.008513604669884586,-0.07549486146574014,-0.042883213810971314,-0.10037369023145379,8.0,7.0,4.576375146710764
1954,-0.03559866359287604,-0.33420841104964333,0.05475484647357885,-0.04311388606723491,-0.10313479690095977,0.7205270095833054,-0.19285881712113795,0.4245287125767816,0.2918545355525657,-0.11142454274598311,-0.19331571350210522,280.0,24.0,1.7612787008963315
1956,-0.23949500670436194,-0.4244243101369358,-0.06329890597000704,-0.1937215882797497,-0.19110746448148658,0.6512657296852503,-0.08984963439134187,0.14137943736233105,0.41946363895419936,-0.10278358063243868,-0.21383852988028085,420.0,31.0,1.9093484843402717
1957,-0.1901691635042721,-0.5247212696987908,-0.19025879984573085,-0.15737264633495784,-0.4971499063073079,0.5388169496503742,-0.18844372863075415,-0.07102228431109815,-0.04884213260085404,-0.08025452226202254,-0.20168152390126634,147.0,12.0,2.445341002154102
1959,-0.4391800616038976,-0.39523131701372527,-0.31839294837303034,-0.18168335918934633,-0.31106802578427933,0.5740716619455196,0.04699484042495861,-0.10472777320790488,-0.031025962550602318,-0.0898715279181151,-0.2607540102410605,442.0,36.0,2.1836690489386403
1960,-0.3824549455112339,-0.3458586089870723,-0.29732387829306745,-0.1450778827563286,-0.3795559522099081,0.35710249693471496,0.5475812273330978,-0.017432017201246933,-0.04184263866285906,-0.05560013637779296,-0.21928243220429777,633.0,39.0,3.5296617361175446
1961,-0.377865008413249,-0.4633614738316623,-0.29727004773353666,-0.12063232953826662,-0.28209477717391285,0.4579591486006308,0.3951629507732667,-0.15854380670645016,0.04983718770283374,-0.07072532486578939,-0.2480177040373457,116.0,5.0,2.7748147395296168
1962,-0.3014945885592976,-0.22281112761872163,-0.2271559704511361,-0.1692617465000465,-0.1609010188035713,0.33006853441142436,-0.14247471833548817,0.5829610167217829,0.2905034119063309,-0.060701992606255493,0.4428915317103008,97.0,6.0,3.233002171256383
1963,-0.17465245646473668,-0.23579086454961304,0.4439199464478151,-0.6154952487508836,-0.07443510072128566,0.3735624416591742,-0.1851133874992754,-0.15324948339286018,0.1255894554469183,-0.0788312956815961,-0.33640887418282617,30.0,1.0,2.4894893861478065
