,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.2132819401488565,-0.18422118868480342,0.40310533088838546,0.0696839896767462,-0.15081443736530814,0.6426907443608441,-0.001344170354317697,-0.16311564030804737,0.026652688413634096,-0.08591136602159044,-0.12386401381192365,1.0,1.0,2.215472820447983
1,1925.0,0.2132813966517635,-0.1842214982457084,0.40310413176503845,0.06968365977065834,-0.1508147194186027,0.642690055094888,-0.001342806366920701,-0.16311530231422558,0.026652540952488965,-0.08591137058651306,-0.12386318409274065,28.0,1.0,2.9960625938410197
2,1926.0,0.21328080926565382,-0.18422183280347415,0.4031028358069552,0.06968330322226086,-0.15081502425027632,0.6426893101653396,-0.0013413322347259943,-0.16311493702840626,0.026652381582537042,-0.08591137552037995,-0.12386228736481032,7.0,1.0,3.483775396210328
3,1927.0,0.21328017481476333,-0.1842221941667465,0.4031014360070967,0.06968291810361518,-0.1508153535087074,0.6426885055441368,-0.0013397399878849491,-0.1631145424759527,0.026652209441989066,-0.0859113808499161,-0.12386131877886014,5.0,2.0,2.8197629716248644
4,1928.0,0.2132794909992248,-0.18422258364522012,0.40309992729081184,0.06968250301837572,-0.1508157083878193,0.6426876383138426,-0.0013380238548170672,-0.16311411722705427,0.026652023906652285,-0.08591138659450796,-0.12386027482241375,62.0,4.0,2.774076569847236
5,1929.0,0.21327912188948817,-0.1842227938771014,0.403099112915209,0.06968227896292456,-0.15081589994542768,0.6426871701984999,-0.0013370975218332626,-0.16311388768758592,0.026651923757902443,-0.08591138969551593,-0.1238597113119407,32.5,3.0,2.6286697585460845
6,1930.0,0.21327875277975156,-0.18422300410898262,0.40309829853960616,0.06968205490747341,-0.15081609150303607,0.6426867020831571,-0.0013361711888494581,-0.16311365814811757,0.026651823609152598,-0.08591139279652389,-0.12385914780146765,3.0,2.0,2.483262947244933
7,1931.0,0.2132783520058637,-0.18422323237503646,0.4030974143015652,0.06968181163060715,-0.15081629949440517,0.6426861938086283,-0.0013351653909062034,-0.16311340891867065,0.026651714868638973,-0.08591139616372485,-0.12385853594659092,26.0,5.5,2.436913616120318
8,1932.0,0.21327795123197585,-0.18422346064109027,0.4030965300635242,0.06968156835374088,-0.15081650748577424,0.6426856855340994,-0.0013341595929629486,-0.16311315968922377,0.026651606128125352,-0.08591139953092582,-0.1238579240917142,49.0,9.0,2.390564284995703
9,1933.0,0.2132775191090761,-0.18422370676156985,0.4030955766578995,0.06968130604643123,-0.15081673174775315,0.6426851374992943,-0.0013330751212375668,-0.16311289096623777,0.026651488881151535,-0.0859114031617441,-0.12385726437207006,44.0,11.5,2.570586396643086
10,1934.0,0.21327708698617637,-0.18422395288204943,0.4030946232522748,0.06968104373912158,-0.15081695600973205,0.6426845894644894,-0.0013319906495121848,-0.1631126222432518,0.026651371634177717,-0.08591140679256239,-0.12385660465242593,39.0,14.0,2.750608508290469
