,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.2132714975698491,-0.18422713600481036,0.4030822904706927,0.06967765035314658,-0.1508198574028582,0.6426774995833082,-0.0013179636903086019,-0.16310914708276442,0.026649854759108173,-0.08591145386723167,-0.12384806904169886,1.0,1.0,2.215472820447983
1,1925.0,0.2132714588782358,-0.1842271580394874,0.4030822050997452,0.06967762686330081,-0.15081987748693865,0.6426774505054695,-0.0013178665913280692,-0.16310912302639366,0.026649844258962184,-0.08591145419305478,-0.12384800995650684,28.0,1.0,2.9960625938410197
2,1926.0,0.2132714170616309,-0.18422718185382833,0.40308211283366807,0.06967760147625546,-0.15081989919314728,0.6426773974637703,-0.0013177616499924748,-0.16310909702707596,0.026649832910752392,-0.08591145454519433,-0.12384794609918563,7.0,1.0,3.483775396210328
3,1927.0,0.21327137189386502,-0.18422720757663502,0.40308201317342995,0.06967757405470151,-0.1508199226388851,0.6426773401713274,-0.0013176482987162857,-0.1631090689441921,0.026649820653100478,-0.08591145492555506,-0.12384787712435358,5.0,2.0,2.8197629716248644
4,1928.0,0.21327132321109316,-0.18422723530121574,0.40308190575751474,0.06967754449916715,-0.15081994790920192,0.6426772784203121,-0.0013175261263212643,-0.16310903867587329,0.026649807441541617,-0.08591145533551686,-0.12384780278180267,62.0,4.0,2.774076569847236
5,1929.0,0.2132712969327947,-0.18422725026656572,0.40308184777586076,0.0696775285454892,-0.15081996154977823,0.6426772450879481,-0.0013174601793252787,-0.1631090223374495,0.02664980031012032,-0.08591145555680918,-0.12384776265269387,32.5,3.0,2.6286697585460845
6,1930.0,0.21327127065449625,-0.1842272652319157,0.4030817897942068,0.06967751259181126,-0.15081997519035456,0.6426772117555842,-0.0013173942323292931,-0.16310900599902572,0.026649793178699026,-0.08591145577810151,-0.12384772252358507,3.0,2.0,2.483262947244933
7,1931.0,0.21327124212161797,-0.18422728148123524,0.40308172683794075,0.06967749526936534,-0.1508199900012438,0.6426771755634233,-0.0013173226273293038,-0.16310898825882914,0.02664978543542717,-0.08591145601838035,-0.12384767895153945,26.0,5.5,2.436913616120318
8,1932.0,0.21327121358873968,-0.18422729773055477,0.4030816638816747,0.06967747794691942,-0.15082000481213306,0.6426771393712624,-0.0013172510223293146,-0.16310897051863257,0.026649777692155315,-0.08591145625865917,-0.12384763537949381,49.0,9.0,2.390564284995703
9,1933.0,0.2132711828235963,-0.18422731525113503,0.4030815960000317,0.06967745926925203,-0.15082002078175322,0.6426771003476073,-0.001317173815326149,-0.16310895139053844,0.026649769343088145,-0.08591145651773677,-0.12384758839858381,44.0,11.5,2.570586396643086
10,1934.0,0.2132711520584529,-0.1842273327717153,0.4030815281183886,0.06967744059158465,-0.15082003675137334,0.6426770613239521,-0.0013170966083229834,-0.16310893226244433,0.026649760994020978,-0.08591145677681437,-0.12384754141767383,39.0,14.0,2.750608508290469
11,1935.0,0.21327108565309488,-0.1842273705891977,0.403081381598511,0.06967740027656497,-0.1508200712211803,0.6426769770929065,-0.0013169299600332483,-0.16310889097520978,0.026649742972882747,-0.08591145733602447,-0.12384744001119266,9.0,1.0,3.7659859866824137
12,1936.0,0.21327101376898083,-0.1842274115267971,0.4030812229900434,0.06967735663536034,-0.1508201085349157,0.642676885912389,-0.0013167495624763347,-0.16310884628159064,0.026649723464912144,-0.08591145794137324,-0.1238473302381734,77.0,17.0,2.7356312003461287
13,1937.0,0.2132709351397081,-0.18422745630572415,0.4030810494987384,0.06967730889913315,-0.15082014934994398,0.6426767861760513,-0.0013165522375360947,-0.16310879739420425,0.02664970212643289,-0.08591145860352481,-0.12384721016472212,348.0,52.0,2.93399981397845
14,1938.0,0.2132708488511724,-0.18422750544655636,0.40308085910767405,0.0696772565129265,-0.1508201941407596,0.6426766767244096,-0.0013163356912118587,-0.16310874374470996,0.02664967870937481,-0.085911459330177,-0.12384707839492717,171.0,12.0,1.998362909379288
15,1939.0,0.2132707540104344,-0.18422755945781774,0.40308064984662745,0.0696771989346325,-0.1508202433708709,0.6426765564248264,-0.0013160976826180255,-0.16310868477792667,0.02664965297141135,-0.08591146012884934,-0.12384693356519642,548.0,31.0,2.348608450216396
16,1940.0,0.21327064973839086,-0.18422761884015249,0.4030804197759039,0.06967713563054308,-0.15082029749660478,0.6426764241622134,-0.0013158360055918264,-0.1631086199472763,0.026649624673970633,-0.085911461006945,-0.12384677433306518,99.0,9.0,2.026913009445816
17,1941.0,0.213270536189309,-0.1842276835057035,0.4030801692358809,0.06967706669431105,-0.15082035643788813,0.642676280132241,-0.0013155510472793036,-0.1631085493486788,0.026649593858915598,-0.08591146196316564,-0.12384660093409615,11.0,3.0,2.3113428657212123
18,1942.0,0.21327041138580882,-0.18422775458057966,0.40307989386357845,0.06967699092546176,-0.1508204212211398,0.6426761218267317,-0.001315237845322711,-0.1631084717527035,0.026649559989624864,-0.08591146301416253,-0.12384641034867767,224.0,28.0,3.638147904433548
