,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.21327107329048484,-0.18422737762926036,0.40308135432041636,0.069677392770688,-0.15082007763897082,0.6426769614105908,-0.0013168989357389093,-0.16310888328949394,0.02664973961761088,-0.08591145744023788,-0.12384742113028452,1.0,1.0,2.215472820447983
1,1925.0,0.21327105510193844,-0.18422738798751226,0.40308131418831744,0.06967738172830133,-0.15082008708035036,0.6426769383394847,-0.001316853290501823,-0.16310887198089044,0.026649734681569736,-0.08591145759341336,-0.12384739335472751,28.0,1.0,2.9960625938410197
2,1926.0,0.21327103544435855,-0.18422739918236813,0.4030812708148703,0.06967736979405402,-0.15082009728428225,0.642676913404994,-0.001316803958638444,-0.16310885975892644,0.02664972934685915,-0.0859114577589605,-0.12384736333582018,7.0,1.0,3.483775396210328
3,1927.0,0.21327101421142416,-0.18422741127437695,0.40308122396548257,0.06967735690339781,-0.15082010830595607,0.6426768864722564,-0.0013167506733300941,-0.16310884655749774,0.02664972358462547,-0.08591145793777472,-0.12384733091120029,5.0,2.0,2.8197629716248644
4,1928.0,0.21327099132611205,-0.18422742430740272,0.40308117347020656,0.06967734300957126,-0.15082012018535346,0.6426768574435724,-0.0013166932412826677,-0.16310883232871592,0.026649717373965917,-0.0859114581305047,-0.12384729596324584,62.0,4.0,2.774076569847236
5,1929.0,0.21327097897292813,-0.1842274313424546,0.40308114621353464,0.06967733550986999,-0.15082012659769306,0.6426768417742779,-0.0013166622402355933,-0.1631088246482113,0.02664971402153509,-0.08591145823453786,-0.12384727709880776,32.5,3.0,2.6286697585460845
6,1930.0,0.21327096661974418,-0.18422743837750646,0.40308111895686266,0.0696773280101687,-0.1508201330100327,0.6426768261049833,-0.001316631239188519,-0.16310881696770668,0.026649710669104265,-0.085911458338571,-0.12384725823436968,3.0,2.0,2.483262947244933
7,1931.0,0.21327095320670006,-0.184227446016141,0.40308108936166254,0.06967731986701876,-0.1508201399725292,0.642676809091317,-0.0013165975783598067,-0.163108808628242,0.02664970702904631,-0.08591145845152992,-0.12384723775142675,26.0,5.5,2.436913616120318
8,1932.0,0.21327093979365594,-0.1842274536547755,0.4030810597664624,0.06967731172386883,-0.15082014693502566,0.6426767920776506,-0.0013165639175310945,-0.16310880028877733,0.02664970338898835,-0.08591145856448884,-0.12384721726848381,49.0,9.0,2.390564284995703
9,1933.0,0.2132709253312402,-0.1842274618910194,0.4030810278558765,0.0696773029436378,-0.15082015444223473,0.6426767737329162,-0.0013165276232426498,-0.16310879129687406,0.02664969946414958,-0.08591145868628522,-0.12384719518305237,44.0,11.5,2.570586396643086
10,1934.0,0.21327091086882446,-0.1842274701272633,0.4030809959452907,0.06967729416340676,-0.15082016194944384,0.6426767553881819,-0.001316491328954205,-0.16310878230497075,0.026649695539310812,-0.08591145880808158,-0.12384717309762092,39.0,14.0,2.750608508290469
11,1935.0,0.21327087965225727,-0.1842274879048776,0.403080927067519,0.06967727521161535,-0.15082017815346674,0.6426767157917771,-0.001316412989131848,-0.16310876289629544,0.026649687067696905,-0.08591145907097461,-0.12384712542706339,9.0,1.0,3.7659859866824137
12,1936.0,0.2132708458601675,-0.18422750714923317,0.40308085250698633,0.0696772546962056,-0.15082019569440352,0.6426766729284691,-0.0013163281858840114,-0.16310874188630894,0.026649677897131973,-0.08591145935555781,-0.12384707382344257,77.0,17.0,2.7356312003461287
13,1937.0,0.2132708088972332,-0.18422752819936172,0.40308077095014505,0.0696772322557538,-0.15082021488127598,0.6426766260431273,-0.0013162354252147957,-0.1631087189048736,0.02664966786605657,-0.08591145966684471,-0.12384701737764875,348.0,52.0,2.93399981397845
