,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.21334505735955495,-0.184185219354577,0.40324455295103384,0.06972227747111072,-0.15078171252558503,0.642770731803834,-0.0015025947363924853,-0.16315492755023928,0.026669797865442005,-0.08591084139964668,-0.12396025711540495,1.0,1.0,2.215472820447983
1,1925.0,0.21334145113035677,-0.18418727613255376,0.4032366013295171,0.06972009197956398,-0.15078357968839012,0.6427661666170784,-0.001493541199191994,-0.16315267984856716,0.026668821620313574,-0.08591087090681102,-0.12395476782601496,28.0,1.0,2.9960625938410197
2,1926.0,0.2133375541756584,-0.18418949864570996,0.40322800853250707,0.06971773020098418,-0.15078559749810863,0.642761233165874,-0.0014837578761217032,-0.1631502510830463,0.026667766611539374,-0.08591090281460075,-0.12394883555455087,7.0,1.0,3.483775396210328
3,1927.0,0.21333334550348532,-0.1841918988539621,0.4032187282512768,0.06971517939751413,-0.15078777684333972,0.6427559048384525,-0.0014731920807644465,-0.163147628192739,0.02666662714635015,-0.08591093729835314,-0.12394242827417926,5.0,2.0,2.8197629716248644
4,1928.0,0.21332880996203843,-0.18419448538184904,0.40320872704664507,0.06971243036493648,-0.15079012559588081,0.642750162402828,-0.001461805793739013,-0.1631448017649546,0.026665399109411844,-0.08591097448688725,-0.12393552282170177,62.0,4.0,2.774076569847236
5,1929.0,0.21332636207144973,-0.1841958813166169,0.40320332918306623,0.06971094661564717,-0.1507913933229792,0.6427470629931702,-0.0014556605217108014,-0.16314327639225729,0.026664736284038273,-0.0859109945715531,-0.12393179558115709,32.5,3.0,2.6286697585460845
6,1930.0,0.213323914180861,-0.18419727725138477,0.40319793131948733,0.06970946286635786,-0.1507926610500776,0.6427439635835123,-0.00144951524968259,-0.16314175101955997,0.026664073458664707,-0.08591101465621893,-0.12392806834061242,3.0,2.0,2.483262947244933
7,1931.0,0.2133212565664539,-0.1841987927407234,0.40319207091787523,0.06970785194237769,-0.15079403745670084,0.642740598504159,-0.0014428435283391843,-0.16314009503748655,0.026663353811817968,-0.0859110364736785,-0.12392402152014878,26.0,5.5,2.436913616120318
8,1932.0,0.2133185989520468,-0.18420030823006203,0.40318621051626313,0.06970624101839751,-0.1507954138633241,0.6427372334248057,-0.0014361718069957786,-0.16313843905541311,0.026662634164971232,-0.08591105829113806,-0.12391997469968513,49.0,9.0,2.390564284995703
9,1933.0,0.21331573381591096,-0.18420194200046205,0.4031798924014467,0.06970450423198407,-0.1507968978367623,0.6427336054110544,-0.0014289791848134971,-0.16313665386843018,0.02666185827885653,-0.0859110818283351,-0.12391561154916882,44.0,11.5,2.570586396643086
10,1934.0,0.21331286867977514,-0.18420357577086208,0.40317357428663025,0.06970276744557062,-0.15079838181020053,0.6427299773973032,-0.0014217865626312157,-0.16313486868144728,0.026661082392741828,-0.08591110536553213,-0.1239112483986525,39.0,14.0,2.750608508290469
11,1935.0,0.21330668521490853,-0.18420710161523784,0.4031599384840694,0.06969901900729182,-0.15080158466869914,0.6427221471581027,-0.001406263761115745,-0.16313101615004033,0.026659407801483976,-0.08591115619622272,-0.12390183127195396,9.0,1.0,3.7659859866824137
12,1936.0,0.21329999234857355,-0.18421091781316182,0.4031451791554565,0.06969496162874098,-0.15080505155444335,0.6427136715269632,-0.0013894622980226191,-0.16312684644212927,0.02665759516831888,-0.08591121124545215,-0.12389163771237305,77.0,17.0,2.7356312003461287
13,1937.0,0.2132926719079511,-0.1842150917832721,0.40312903576833403,0.06969052371860875,-0.15080884362166905,0.6427044009663051,-0.0013710854747493735,-0.1631222858664774,0.026655612518338055,-0.08591127147453151,-0.12388048795646543,348.0,52.0,2.93399981397845
14,1938.0,0.21328463873211084,-0.18421967209088697,0.4031113205361453,0.06968565365976347,-0.15081300497185507,0.6426942276533917,-0.0013509194987664868,-0.16311728135359133,0.026653436793250017,-0.08591133758180335,-0.12386825234342845,171.0,12.0,1.998362909379288
15,1939.0,0.21327580967013013,-0.18422470614957692,0.40309185009495285,0.06968030104640152,-0.1508175786741504,0.6426830462939863,-0.0013287556298313108,-0.16311178109653476,0.026651045474632082,-0.08591141025067771,-0.12385480424085361,548.0,31.0,2.348608450216396
16,1940.0,0.2132661029016228,-0.18423024060816964,0.40307044400432335,0.06967441627160535,-0.15082260711799533,0.6426707532606616,-0.0013043884747679694,-0.16310573412837,0.02664841639958818,-0.0859114901553395,-0.12384001900744294,99.0,9.0,2.026913009445816
