,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.21327095496674056,-0.18422744501377974,0.4030810932450492,0.06967732093551257,-0.150820139058968,0.6426768113237351,-0.0013166019953205809,-0.16310880972259015,0.026649707506665347,-0.08591145843671621,-0.12384724043899198,1.0,1.0,2.215472820447983
1,1925.0,0.21327094249606496,-0.18422745211573824,0.4030810657291309,0.06967731336447623,-0.15082014553230189,0.6426767955053972,-0.0013165706994258668,-0.1631088019690432,0.02664970412234623,-0.08591145854173997,-0.12384722139511006,28.0,1.0,2.9960625938410197
2,1926.0,0.21327092901816994,-0.18422745979130062,0.40308103599083295,0.06967730518194944,-0.15082015252846814,0.6426767784094587,-0.0013165368758548536,-0.16310879358926575,0.02664970046468552,-0.08591145865524624,-0.12384720081310904,7.0,1.0,3.483775396210328
3,1927.0,0.21327091446015808,-0.1842274680819814,0.4030810038693113,0.06967729634367567,-0.15082016008530663,0.6426767599434527,-0.001316500341667355,-0.16310878453793443,0.026649696513900138,-0.08591145877784893,-0.12384717858166755,5.0,2.0,2.8197629716248644
4,1928.0,0.2132708987692195,-0.18422747701785533,0.4030809692480433,0.0696772868175936,-0.1508201682302303,0.6426767400403932,-0.001316460964333931,-0.1631087747822151,0.02664969225565839,-0.08591145890999285,-0.12384715462013977,62.0,4.0,2.774076569847236
5,1929.0,0.2132708902994611,-0.18422748184132015,0.4030809505599465,0.06967728167554196,-0.15082017262675118,0.642676729296988,-0.001316439708977175,-0.1631087695162088,0.026649689957116446,-0.08591145898132241,-0.12384714168602735,32.5,3.0,2.6286697585460845
6,1930.0,0.21327088182970272,-0.184227486664785,0.4030809318718497,0.06967727653349035,-0.15082017702327205,0.6426767185535829,-0.0013164184536204188,-0.16310876425020251,0.0266496876585745,-0.08591145905265198,-0.12384712875191493,3.0,2.0,2.483262947244933
7,1931.0,0.21327087263326802,-0.18422749190208654,0.40308091158037784,0.0696772709502681,-0.15082018179699958,0.6426767068884298,-0.001316395374626844,-0.16310875853239112,0.026649685162825412,-0.0859114591301014,-0.12384711470809914,26.0,5.5,2.436913616120318
8,1932.0,0.21327086343683332,-0.18422749713938807,0.403080891288906,0.06967726536704587,-0.1508201865707271,0.6426766952232769,-0.001316372295633269,-0.16310875281457973,0.02664968266707633,-0.08591145920755083,-0.12384710066428337,49.0,9.0,2.390564284995703
9,1933.0,0.2132708535209134,-0.18422750278643094,0.4030808694099258,0.06967725934701872,-0.15082019171792854,0.6426766826454975,-0.001316347411049474,-0.16310874664943437,0.0266496799760716,-0.08591145929105957,-0.12384708552174545,44.0,11.5,2.570586396643086
10,1934.0,0.2132708436049935,-0.1842275084334738,0.4030808475309457,0.06967725332699158,-0.15082019686512999,0.642676670067718,-0.001316322526465679,-0.16310874048428897,0.026649677285066876,-0.08591145937456832,-0.12384707037920753,39.0,14.0,2.750608508290469
11,1935.0,0.213270822201861,-0.18422752062239872,0.4030808003060061,0.06967724033299363,-0.15082020797516732,0.6426766429190627,-0.0013162688140470687,-0.16310872717705988,0.026649671476636192,-0.08591145955481885,-0.1238470376946186,9.0,1.0,3.7659859866824137
12,1936.0,0.21327079903286186,-0.18422753381697127,0.40308074918477,0.06967722626692477,-0.1508202200018394,0.6426766135305053,-0.0013162106700828344,-0.1631087127719177,0.026649665188980362,-0.08591145974994105,-0.12384700231338405,77.0,17.0,2.7356312003461287
13,1937.0,0.21327077368982378,-0.1842275482496426,0.4030806932666253,0.0696772108809807,-0.150820233157022,0.6426765813843026,-0.0013161470702402838,-0.16310869701508435,0.026649658311328726,-0.08591145996337238,-0.123846963612187,348.0,52.0,2.93399981397845
14,1938.0,0.2132707458781218,-0.18422756408819949,0.4030806319014972,0.06967719399629255,-0.15082024759365042,0.6426765461067396,-0.00131607727514098,-0.16310867972337903,0.026649650763725333,-0.08591146019759406,-0.12384692114110778,171.0,12.0,1.998362909379288
15,1939.0,0.21327071530995245,-0.18422758149654384,0.40308056445436147,0.06967717543813266,-0.15082026346111904,0.642676507332754,-0.0013160005625250488,-0.16310866071786218,0.02664964246806541,-0.08591146045502994,-0.12384687446064338,548.0,31.0,2.348608450216396
