,year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
0,1924.0,0.21337930417223308,-0.184165682663072,0.40332005849049646,0.06974302663146777,-0.15076398767293572,0.6428140724683159,-0.001588577266928606,-0.16317628091175881,0.02667906540869186,-0.08591056241123589,-0.12401236128474123,1.0,1.0,2.215472820447983
1,1925.0,0.21337402578236905,-0.18416869581991574,0.40330842449258725,0.06973983115259307,-0.15076671643625006,0.6428073984507598,-0.0015753226761711216,-0.1631729861146961,0.02667763861343013,-0.08591060484460392,-0.124004342240621,28.0,1.0,2.9960625938410197
2,1926.0,0.21336832233366299,-0.18417195144075305,0.40329585331600937,0.06973637811954066,-0.1507696652230685,0.6428001864504093,-0.0015610009237778536,-0.16316942632124737,0.02667609677805947,-0.08591065074588765,-0.12399567639150683,7.0,1.0,3.483775396210328
3,1927.0,0.21336216317771783,-0.18417546699171627,0.40328227735764066,0.06973264894074845,-0.15077284992361742,0.6427923976273698,-0.0015455350818827525,-0.16316558245409554,0.026674431594629094,-0.08591070036978439,-0.12398631700444969,5.0,2.0,2.8197629716248644
4,1928.0,0.21335552624179363,-0.1841792550330552,0.40326764789748826,0.06972863020297691,-0.15077628201112292,0.6427840039536378,-0.0015288697689467387,-0.16316144080791323,0.026672637064995237,-0.08591075390500935,-0.1239762303140138,62.0,4.0,2.774076569847236
5,1929.0,0.21335194449394834,-0.18418129920962528,0.4032597526377894,0.06972646127373061,-0.15077813437620108,0.6427794738162139,-0.0015198761451756199,-0.1631592058932283,0.026671668524536785,-0.08591078282780266,-0.1239707861924094,32.5,3.0,2.6286697585460845
6,1930.0,0.21334836274610303,-0.18418334338619535,0.40325185737809055,0.06972429234448432,-0.15077998674127926,0.6427749436787901,-0.001510882521404501,-0.1631569709785434,0.026670699984078332,-0.08591081175059598,-0.12396534207080498,3.0,2.0,2.483262947244933
7,1931.0,0.21334447439093593,-0.18418556245074447,0.4032432860891594,0.06972193762324319,-0.15078199782860038,0.6427700254532921,-0.0015011191318450778,-0.16315454492947318,0.026669648455045932,-0.0859108431772459,-0.12395943134105938,26.0,5.5,2.436913616120318
8,1932.0,0.21334058603576883,-0.18418778151529358,0.40323471480022827,0.06971958290200204,-0.1507840089159215,0.6427651072277941,-0.0014913557422856544,-0.16315211888040293,0.026668596926013532,-0.08591087460389582,-0.12395352061131379,49.0,9.0,2.390564284995703
9,1933.0,0.21333639440385738,-0.18419017352560302,0.40322547475130543,0.06971704435312406,-0.15078617706759784,0.6427598050033339,-0.0014808309970467653,-0.16314950385032426,0.02666746327626639,-0.08591090851918987,-0.12394714809543315,44.0,11.5,2.570586396643086
10,1934.0,0.21333220277194595,-0.18419256553591248,0.4032162347023826,0.06971450580424607,-0.1507883452192742,0.6427545027788735,-0.0014703062518078762,-0.16314688882024558,0.02666632962651925,-0.0859109424344839,-0.12394077557955252,39.0,14.0,2.750608508290469
11,1935.0,0.2133231572172589,-0.18419772722711814,0.4031962941673572,0.06970902725957726,-0.15079302452581203,0.6427430597424155,-0.001447594131127595,-0.16314124607650288,0.026663882988684273,-0.08591101570129647,-0.12392702207429825,9.0,1.0,3.7659859866824137
12,1936.0,0.21331336714965185,-0.18420331350609204,0.40317471193741516,0.06970309746741675,-0.1507980893713994,0.6427306740992057,-0.0014230129332800311,-0.1631351393604483,0.026661234771918958,-0.08591109507069844,-0.12391213507095748,77.0,17.0,2.7356312003461287
13,1937.0,0.21330265947915664,-0.18420942322744707,0.40315110658906506,0.06969661169996318,-0.1508036291651275,0.6427171271314829,-0.0013961279570100496,-0.16312846054388624,0.02665833822502971,-0.08591118192099684,-0.12389585187750657,348.0,52.0,2.93399981397845
14,1938.0,0.2132909095896937,-0.18421612751549668,0.4031252034361008,0.06968949450011039,-0.15080970834885177,0.6427022612363228,-0.0013666262917082788,-0.16312113186352972,0.026655159653117835,-0.08591127725749426,-0.12387798310169573,171.0,12.0,1.998362909379288
