,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.3814693114164072,0.4516800574274644,-0.029077328490843084,0.40709118778654074,0.3339689250866,0.013916726102649105,0.2078570116340974,0.33749590032399374,0.0423588212115883,0.20141452634193435,0.12491670108022133,0.07337584498587317,0.4539305568614773,-0.010794607225030308,0.034626812069297984,0.3979295687412201,0.005885262097915542,0.2391076800910192,0.42948894768347956,0.10501011957525322
1,0.45168005742746453,0.5924645241711136,0.01885254946983657,0.5496002558152375,0.40971832768752414,-0.023002909499597327,0.21768990741616528,0.3940707780846187,0.10817287446633958,0.21693638779998276,0.14916519730786615,0.053863078950089696,0.5905993467835544,-0.0970246655827919,0.04354558223028861,0.4916525238675696,0.031297506673027525,0.2356001834136283,0.5659147443446002,0.13666278628153328
2,-0.02907732849084305,0.01885254946983657,0.23580923113246507,-0.023605317520221727,0.014901724001933275,0.11290862721296502,0.09475330068923955,0.04142113884066176,0.17698290493643162,0.061151461134534964,0.2064403804881145,0.12581534639844336,-0.0423554739103949,0.07120880066838074,0.01183452498857869,0.007365705543346606,0.10726897440511443,0.07421391869573732,-0.04775270348527658,0.11341198283582218
3,0.40709118778654074,0.5496002558152375,-0.023605317520221727,0.6040328873686935,0.4355268596295849,-0.08940163147777536,0.13931939219284672,0.3865326579995869,0.10522276145621308,0.1685966953537457,0.061692632162841175,-0.04300225134981522,0.65304946574037,-0.19671622407180525,0.0616722225521548,0.4791682424316866,-0.04026688024884106,0.14310605565388523,0.5961224477382119,0.0904213781737388
4,0.3339689250866001,0.40971832768752414,0.014901724001933278,0.43552685962958493,0.563936849729061,0.06289114329473144,0.2886572024473849,0.5054087074260073,0.21713366838764409,0.26954075941782685,0.240109932401043,0.12376562182208091,0.5210810403854427,-0.049731752820418924,0.15202686725123965,0.37068908544387036,-0.12749506192696405,0.4091766686910338,0.367532466320508,0.12752646193323394
5,0.01391672610264911,-0.023002909499597327,0.11290862721296512,-0.08940163147777537,0.06289114329473144,0.19916514260911736,0.1594667450493829,0.09796726526097793,0.11116331166497131,0.12426919099075481,0.2114372311446042,0.1898425615739752,-0.08499283762162173,0.23684960872202226,0.053478481549349775,0.0012946888525729064,0.0686175426590809,0.23347714351647522,-0.1087309774877813,0.09733399816739108
6,0.2078570116340973,0.21768990741616528,0.09475330068923955,0.13931939219284672,0.2886572024473849,0.1594667450493829,0.30177131781925687,0.32462819557753786,0.12756304071643015,0.2441506286199181,0.2932873717473139,0.23430663688213005,0.18543475652985394,0.15533219348826213,0.08777874708253297,0.20329931659575612,-0.00887013031913859,0.370237534485633,0.12040168188160853,0.14255286092176536
7,0.3374959003239937,0.3940707780846187,0.04142113884066176,0.38653265799958686,0.5054087074260073,0.09796726526097793,0.32462819557753786,0.5130501463596494,0.1783805052023459,0.2916428762184684,0.28748939399349,0.16598632280478687,0.47461840347894724,0.019614104249478168,0.11146379586018448,0.38220141393329643,-0.08328114916687451,0.41925874283510806,0.35536971569096404,0.14582792173237424
8,0.0423588212115883,0.10817287446633958,0.17698290493643165,0.10522276145621311,0.21713366838764409,0.11116331166497133,0.12756304071643015,0.17838050520234594,0.26561288715933845,0.11053799611496495,0.2148873862377809,0.10846708608406479,0.11810426106652895,0.011619071528938766,0.08296725036284441,0.08039678606055876,0.028143039477259258,0.19678159105794427,0.03925968178322593,0.11503041475186156
9,0.20141452634193435,0.21693638779998276,0.061151461134534964,0.16859669535374572,0.2695407594178269,0.12426919099075481,0.24415062861991813,0.2916428762184684,0.11053799611496494,0.213976745631808,0.2259916843340422,0.1791036772225506,0.2102983876096071,0.11832883718211369,0.09429502280551469,0.20397846833701702,-0.006087428356515412,0.3087914061396012,0.15049985034417315,0.11825943068757849
