,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity_total,number,vector_length
1960,0.510060020656648,0.014533841374581127,0.44635896982956336,0.14617525738419082,0.20971808015463017,0.38104313815447177,-0.18562245765444751,0.21060931793113202,0.26701481665632987,-0.08340706017198986,-0.41567153992064665,89.0,7.0,2.3529144114531246
1961,0.4850821649281289,-0.08322761934124066,0.33313602690103905,0.127003287775901,0.331354606392919,0.4036933752910142,-0.16598137846065872,0.16366006928961535,0.2650010388608669,-0.08642588127207304,-0.47525295671242057,200.0,12.0,2.2707280620929855
1962,0.28466499913689824,-0.05879308660091035,0.4799347938957913,0.16015302498005016,0.30303026697943347,0.46222813787606243,-0.19921388261506398,0.2535532919549723,-0.04133125725870411,-0.0943955704988891,-0.48933258611920055,113.0,11.0,2.079013589921812
1963,0.6009426204316494,-0.3001741146706175,0.32407127271381453,0.2094730743216368,0.010498164432124955,0.40151089534052853,-0.16242355837092037,-0.11742060513345022,0.004141015728551248,-0.06916873883929724,-0.439966618466773,13.0,1.0,2.8372596810181605
1966,0.1589010393708465,-0.2890568650007217,0.00044196229537751195,-0.352363409006079,-0.1395127587313412,0.4460593403871114,-0.23148280086513973,0.5920440211910604,0.34131281696937804,-0.0985779006408993,0.1352450535271408,57.0,2.0,1.9908080068626481
1967,-0.02497440974325167,0.010870805655071503,0.09279262580594873,-0.10496057816049756,0.1190362097988642,0.211629729627775,-0.12322598781190873,0.9066270476187979,-0.09312987625850047,-0.052476292569036145,-0.2684957461210869,21.0,1.0,3.7397777984683858
1972,0.16907062936431355,-0.12237772193737609,0.20925135067720727,-0.021841009220148623,-0.10464329898571131,0.4763776466749275,-0.19216816440507692,0.5580122362818951,0.5532423783702306,-0.08183675044087269,-0.11493099470124937,201.0,6.0,2.3980628854197223
1979,-0.1743115377858519,-0.48137525951970594,-0.2895694596734452,-0.07243394542223823,-0.3991747861214327,0.19884902132834917,-0.27413641754113705,-0.3996856058986682,0.00563030960595022,-0.12114112741797624,0.44755840245771217,33.0,1.0,1.620008646761952
1994,0.6823135173912623,0.11834138630446736,0.44545395008229927,-0.04168143218468984,0.13771314711856128,-0.24343562583374165,-0.11469846367898312,-0.21184232032224434,-0.09387998249478777,-0.048844811424231124,-0.415715081587527,34.0,1.0,4.017820279642979
1997,0.5262694828743543,-0.41757325319322247,0.00516681438877817,-0.07481716367216167,-0.11112327400923815,0.37682207046409383,-0.1540796102552884,-0.15802275023742682,-0.08527427094104022,-0.06561543429476312,-0.5730764769690837,94.0,2.0,2.990907185251625
2000,0.6821618725925805,-0.2141932119077028,0.2888799082778158,-0.11512904284122652,-0.025139870088083417,-0.09894344736560064,-0.18025043269361196,-0.2034666290814977,-0.0941132618362256,-0.0768086888800652,-0.5412971110396987,231.0,6.0,2.5550452267457886
2003,0.6246762872564117,-0.35031276755482,0.290817155232002,-0.030797583860737388,-0.3242525518676993,0.01606307115094283,-0.14022752752891104,-0.021740650757314774,-0.004643972490310101,-0.059716468023545924,-0.5219344920823855,142.0,3.0,3.2863576897788493
2006,0.3432214584259803,-0.23819764514570016,0.3245736826840134,-0.1477805996812755,-0.3701689550336107,-0.10829697397144238,-0.13678252048454018,-0.2473673614224893,0.492169736281671,-0.05824939763707242,-0.47328250580793735,47.0,1.0,3.3691279542213013
2011,0.5836848127073362,0.10921900643193629,-0.09705708764090598,-0.05866910878282199,0.42643100252474647,-0.02873703640294241,-0.23365784220661306,-0.310805252521164,-0.04579212429217938,-0.09950602256882798,-0.537268674773227,101.0,2.0,1.97223915527191
