,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
23022,['Dalva de Oliveira'],[380259],0.522,0.665,0.815,118.786,-7.876,1,11,0.836,0.197,0.781,0.127,0,173756,1,1939,3/20/1939,Brasil,,Latin,11.0
54779,['Lola Flores'],[656420],0.433,0.553,0.862,203.952,-9.594,1,1,0.6,0.00448,0.145,0.292,0,148088,0,1941,1/1/1941,Mar铆a Bonita,,Latin,11.0
54780,['Lola Flores'],[656420],0.405,0.432,0.751,71.582,-10.221,1,4,0.64,3.57e-05,0.0769,0.213,0,197000,0,1941,1/1/1941,Remedios la de Montilla (Pasodoble),,Latin,11.0
54781,['Lola Flores'],[656420],0.505,0.529,0.897,93.241,-6.938,1,4,0.914,0.0,0.128,0.129,0,208219,0,1941,1/1/1941,"Soy Morena Clara (Zambra) [From The Film: ""Morena Clara""]",,Latin,11.0
54782,['Lola Flores'],[656420],0.492,0.575,0.869,124.572,-7.799,1,7,0.574,4.44e-05,0.147,0.111,0,181995,0,1941,1/1/1941,"La Lola Ya Est谩 a Tu Vera (Pasodoble) [From The Film: ""Copla y Bandera""]",,Latin,11.0
54783,['Lola Flores'],[656420],0.395,0.224,0.387,81.552,-9.312,1,5,0.911,0.00313,0.12,0.0302,0,164023,0,1941,1/1/1941,Noche Buena en Arcos de la Frontera,,Latin,11.0
54784,['Lola Flores'],[656420],0.521,0.454,0.921,128.289,-7.417,0,6,0.861,0.0,0.0733,0.0556,0,192981,0,1941,1/1/1941,Mi Torre de San Miguel (Pasodoble),,Latin,11.0
54785,['Lola Flores'],[656420],0.566,0.566,0.937,132.279,-5.604,1,8,0.905,4.41e-06,0.103,0.0579,0,165916,2,1941,1/1/1941,"Ay Espa帽a!, Espa帽a M铆a (Pasodoble) [From The Film: ""Morena Clara""]",,Latin,11.0
54786,['Lola Flores'],[656420],0.67,0.257,0.671,127.042,-20.395,1,2,0.865,0.00011,0.341,0.103,0,148402,0,1941,1/1/1941,Pescaero,,Latin,11.0
54787,['Lola Flores'],[656420],0.55,0.723,0.819,118.406,-9.527,0,6,0.56,0.00303,0.394,0.131,0,143360,0,1941,1/1/1941,"Tanto Tienes, Tanto Vales (Tanguillo - ****** [From The Film: ""Los Tres Amores de Lola""]",,Latin,11.0
54788,['Lola Flores'],[656420],0.727,0.303,0.631,121.425,-11.282,0,5,0.957,0.000248,0.257,0.238,0,118674,0,1941,1/1/1941,En la Noche de la Nochebuena,,Latin,11.0
54789,['Lola Flores'],[656420],0.52,0.486,0.839,140.789,-8.76,1,3,0.663,8.61e-06,0.11,0.164,0,172693,0,1941,1/1/1941,V谩lgame la Magdalena (Zambra),,Latin,11.0
54790,['Lola Flores'],[656420],0.458,0.394,0.698,110.467,-10.816,0,1,0.887,8.91e-05,0.049,0.0521,0,223347,1,1941,1/1/1941,"Pena, Penita, Pena (Zambra)",,Latin,11.0
54791,['Lola Flores'],[656420],0.784,0.528,0.724,106.534,-6.749,1,10,0.847,0.000108,0.0765,0.0283,0,111438,0,1941,1/1/1941,Villancicos de Arcos de la Frontera,,Latin,11.0
54792,['Lola Flores'],[656420],0.567,0.582,0.889,140.12,-7.464,0,10,0.811,1.09e-06,0.151,0.0466,0,139320,1,1941,1/1/1941,Al Verde Lim贸n (Buler铆as Con Orquesta),,Latin,11.0
