,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
2689,['Brownie McGhee'],[630882],0.771,0.552,0.962,82.892,-4.727,1,1,0.769,7.07e-06,0.169,0.185,0,136907,0,1927,1927,Robbie Doby Boogie,,Blues,6.0
11831,['Big Maybelle'],[66228],0.546,0.284,0.45,107.759,-13.231,1,1,0.961,0.0,0.251,0.214,0,159360,0,1927,1927,Gabbin' ***** - Live,,Blues,6.0
13898,['Blind Boy Fuller'],[49806],0.713,0.271,0.437,114.369,-10.94,1,3,0.981,0.0551,0.135,0.0545,0,186907,0,1928,1928,Homesick & ******** *****,,Blues,6.0
17635,['Bukka White'],[527379],0.68,0.353,0.797,123.232,-13.428,1,1,0.947,0.000211,0.208,0.0783,0,173160,0,1928,1928,Special Streamline,,Blues,6.0
62367,['Muddy Waters'],[608701],0.666,0.537,0.684,70.038,-9.897,1,2,0.771,0.00714,0.0581,0.0393,0,221867,0,1928,1928,I Feel Like Going Home,,Blues,6.0
80266,['Taj Mahal'],[790604],0.571,0.204,0.0932,129.289,-18.61,1,6,0.872,0.779,0.197,0.0328,0,155893,0,1928,1928,Country ***** **,,Blues,6.0
61644,['Mississippi Sheiks'],[898336],0.671,0.394,0.656,106.261,-6.0,1,3,0.963,8.48e-06,0.0559,0.0408,0,197067,2,1930,1930,West ******* *****,,Blues,6.0
61645,['Mississippi Sheiks'],[898336],0.526,0.235,0.57,93.486,-9.349,1,5,0.99,1.14e-06,0.0825,0.0291,0,202533,2,1930,1930,Honey Babe Let The Deal Go Down,,Blues,6.0
61646,['Mississippi Sheiks'],[898336],0.463,0.244,0.414,93.868,-7.748,1,6,0.982,2.58e-06,0.292,0.0311,0,181800,27,1930,1930,Sitting On Top Of The World,,Blues,6.0
61647,['Mississippi Sheiks'],[898336],0.605,0.404,0.777,142.135,-7.418,1,5,0.879,7.55e-05,0.114,0.0581,0,194173,14,1930,1930,I've Got Blood In My Eyes For You,,Blues,6.0
61648,['Mississippi Sheiks'],[898336],0.501,0.372,0.766,147.745,-7.565,1,3,0.952,0.000887,0.152,0.0792,0,180960,10,1930,1930,Still I'm Traveling On,,Blues,6.0
61649,['Mississippi Sheiks'],[898336],0.752,0.459,0.962,105.526,-6.093,1,3,0.937,0.00781,0.328,0.0403,0,192267,8,1930,1930,The Jazz Fiddler,,Blues,6.0
61650,['Mississippi Sheiks'],[898336],0.555,0.275,0.512,101.901,-8.315,0,7,0.921,0.0,0.119,0.0386,0,189373,7,1930,1930,Bed Spring Poker,,Blues,6.0
61651,['Mississippi Sheiks'],[898336],0.586,0.321,0.513,85.981,-8.36,1,5,0.911,0.000166,0.268,0.0378,0,209733,4,1930,1930,Stop and Listen ***** # * - Live,,Blues,6.0
61652,['Mississippi Sheiks'],[898336],0.576,0.286,0.402,109.017,-6.95,1,8,0.986,1.97e-06,0.284,0.0316,0,200093,4,1930,1930,Driving That Thing,,Blues,6.0
61653,['Mississippi Sheiks'],[898336],0.504,0.3,0.36,94.84,-6.308,1,10,0.804,0.0,0.0846,0.0353,0,204333,2,1930,1930,Frost Texas ******* *****,,Blues,6.0
61654,['Mississippi Sheiks'],[898336],0.521,0.28,0.549,93.82,-7.542,1,10,0.914,0.0,0.126,0.0451,0,199867,3,1930,1930,Seen Better Days,,Blues,6.0
61655,['Mississippi Sheiks'],[898336],0.568,0.276,0.555,100.989,-8.639,1,3,0.917,6.94e-06,0.258,0.0367,0,188733,4,1930,1930,When You're Sick With The *****,,Blues,6.0
61656,['Mississippi Sheiks'],[898336],0.508,0.339,0.657,96.516,-7.81,1,7,0.969,0.000339,0.582,0.0365,0,182573,3,1930,1930,Things About Comin' My Way,,Blues,6.0
61657,['Mississippi Sheiks'],[898336],0.661,0.394,0.782,133.747,-5.391,1,8,0.987,0.0,0.163,0.0367,0,206627,4,1930,1930,Please Don't Wake It Up,,Blues,6.0
61658,['Mississippi Sheiks'],[898336],0.556,0.28,0.618,94.001,-7.42,1,5,0.984,4.15e-06,0.212,0.0351,0,201627,2,1930,1930,Unhappy *****,,Blues,6.0
61659,['Mississippi Sheiks'],[898336],0.617,0.337,0.688,98.277,-8.758,1,0,0.986,0.0168,0.435,0.0338,0,191893,2,1930,1930,Livin' In A Strain,,Blues,6.0
61660,['Mississippi Sheiks'],[898336],0.466,0.345,0.324,96.067,-7.181,1,7,0.993,0.0,0.162,0.0305,0,189427,2,1930,1930,Your Good Man Caught The Train And Gone,,Blues,6.0
61661,['Mississippi Sheiks'],[898336],0.52,0.292,0.156,134.062,-7.909,1,2,0.925,6.05e-05,0.18,0.0328,0,211200,3,1930,1930,Bootlegger's *****,,Blues,6.0
61662,['Mississippi Sheiks'],[898336],0.563,0.311,0.454,103.453,-7.074,0,6,0.956,0.0,0.0655,0.0576,0,183693,2,1930,1930,Last Stage *****,,Blues,6.0
61663,['Mississippi Sheiks'],[898336],0.411,0.349,0.294,90.264,-6.751,1,0,0.99,7.78e-06,0.194,0.0338,0,169133,2,1930,1930,Ramrod *****,,Blues,6.0
19184,['Champion Jack Dupree'],[197040],0.616,0.369,0.813,79.662,-7.472,1,7,0.991,0.47,0.106,0.0479,0,166107,0,1933,1933,I'm Going Down With You,,Blues,6.0
19185,['Champion Jack Dupree'],[197040],0.679,0.639,0.815,125.803,-5.847,1,10,0.981,0.0233,0.1,0.082,0,161627,0,1933,1933,*** Makes Good Jelly,,Blues,6.0
19186,['Champion Jack Dupree'],[197040],0.675,0.316,0.827,113.122,-7.952,1,7,0.992,0.116,0.107,0.0533,0,190107,0,1933,1933,*********** *****,,Blues,6.0
19187,['Champion Jack Dupree'],[197040],0.605,0.373,0.573,82.745,-7.861,1,7,0.988,0.203,0.101,0.0459,0,161747,0,1933,1933,Black Wolf,,Blues,6.0
19188,['Champion Jack Dupree'],[197040],0.6,0.387,0.695,106.765,-7.986,1,7,0.989,0.367,0.121,0.0401,0,195240,0,1933,1933,County Jail Special,,Blues,6.0
19190,['Champion Jack Dupree'],[197040],0.658,0.369,0.591,111.102,-8.087,1,7,0.99,0.0903,0.216,0.041,0,173240,0,1933,1933,Lover's Lane,,Blues,6.0
19191,['Champion Jack Dupree'],[197040],0.621,0.51,0.792,138.239,-7.565,1,7,0.99,0.401,0.186,0.0452,0,160547,1,1933,1933,You've Been ****,,Blues,6.0
19192,['Champion Jack Dupree'],[197040],0.595,0.395,0.666,102.412,-7.076,1,0,0.989,0.258,0.147,0.0408,0,157827,0,1933,1933,F. D. R. *****,,Blues,6.0
19193,['Champion Jack Dupree'],[197040],0.627,0.478,0.508,114.634,-7.689,1,0,0.991,0.357,0.132,0.038,0,164080,0,1933,1933,Forget It Mama,,Blues,6.0
19194,['Champion Jack Dupree'],[197040],0.561,0.467,0.667,97.013,-7.671,1,7,0.993,0.925,0.289,0.0448,0,157760,2,1933,1933,I'm a Doctor for Women,,Blues,6.0
19195,['Champion Jack Dupree'],[197040],0.653,0.471,0.695,119.577,-7.199,1,7,0.986,0.0119,0.14,0.0357,0,162933,0,1933,1933,Gin Mill Sal,,Blues,6.0
19196,['Champion Jack Dupree'],[197040],0.65,0.495,0.875,80.391,-7.722,1,0,0.993,0.854,0.193,0.0567,0,168027,0,1933,1933,Johnson Street Boogie Woogie,,Blues,6.0
19197,['Champion Jack Dupree'],[197040],0.72,0.652,0.89,127.777,-7.063,1,10,0.993,0.548,0.166,0.0425,0,168573,0,1933,1933,Love Strike *****,,Blues,6.0
19198,['Champion Jack Dupree'],[197040],0.558,0.352,0.636,88.029,-7.555,1,0,0.992,0.368,0.144,0.0519,0,163587,0,1933,1933,**** Bless Our New President,,Blues,6.0
19199,['Champion Jack Dupree'],[197040],0.65,0.358,0.584,113.474,-7.706,1,0,0.99,0.00211,0.101,0.0459,0,169987,0,1933,1933,Walkin' By Myself,,Blues,6.0
440,"[""Keb' Mo'""]",[370703],0.577,0.462,0.521,126.388,-11.034,1,7,0.0444,0.000191,0.0966,0.0291,0,225107,13,1936,1936,Last Fair Deal Gone Down,,Blues,6.0
73625,['Roy Rogers'],[774909],0.521,0.206,0.79,160.176,-11.483,1,2,0.978,5.99e-05,0.0895,0.0733,0,177133,18,1937,1937,****** ***** Herd Song,,Blues,6.0
44028,['Jimmy Yancey'],[783025],0.469,0.431,0.905,102.081,-13.59,0,4,0.992,0.851,0.12,0.0286,0,172533,10,1937,1/1/1937,Yancey Stomp,,Blues,6.0
44029,['Jimmy Yancey'],[783025],0.419,0.237,0.924,184.3,-16.799,1,3,0.987,0.868,0.209,0.0495,0,162227,3,1937,1/1/1937,Yancey'S Bugle ****,,Blues,6.0
77326,['Sonny Boy Williamson I'],[1006782],0.603,0.107,0.704,80.994,-19.482,1,10,0.974,0.0,0.078,0.0486,0,183856,11,1939,1939,Good For Nothing *****,,Blues,6.0
77327,['Sonny Boy Williamson I'],[1006782],0.614,0.149,0.68,69.449,-14.785,0,4,0.995,0.159,0.106,0.0733,0,184575,10,1939,1939,My Baby I've Been Your ****,,Blues,6.0
77328,['Sonny Boy Williamson I'],[1006782],0.576,0.0551,0.737,79.398,-20.829,1,0,0.994,0.000161,0.245,0.0705,0,161681,8,1939,1939,Bad Luck *****,,Blues,6.0
77335,['Sonny Boy Williamson I'],[1006782],0.662,0.189,0.857,101.553,-13.516,1,0,0.98,6.47e-06,0.0592,0.105,0,168182,5,1939,1939,Good Gravy,,Blues,6.0
77336,['Sonny Boy Williamson I'],[1006782],0.523,0.116,0.568,93.929,-19.637,1,7,0.982,0.000454,0.0786,0.0552,0,205473,4,1939,1939,**** Bird ***** - Part *,,Blues,6.0
77341,['Sonny Boy Williamson I'],[1006782],0.522,0.208,0.66,179.602,-15.585,0,4,0.967,0.00626,0.0468,0.0517,0,193724,1,1939,1939,You Give An Account,,Blues,6.0
77342,['Sonny Boy Williamson I'],[1006782],0.474,0.126,0.572,173.858,-19.543,1,7,0.983,0.000557,0.076,0.0804,0,193933,1,1939,1939,Susie-Q,,Blues,6.0
77343,['Sonny Boy Williamson I'],[1006782],0.72,0.0956,0.891,123.05,-20.212,1,5,0.989,5.35e-05,0.261,0.169,0,190264,3,1939,1939,Goodbye Red,,Blues,6.0
77344,['Sonny Boy Williamson I'],[1006782],0.498,0.135,0.666,90.25,-17.344,1,0,0.992,0.122,0.0991,0.077,0,204939,1,1939,1939,Christmas Morning *****,,Blues,6.0
