,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
58618,['Mary Martin'],[40695],0.369,0.0604,0.219,134.849,-19.784,1,11,0.982,0.0001,0.166,0.0456,0,176573,0,1926,1926,Oh Kay!: Maybe (Bonus Track),,Stage & Screen,3.0
6910,['Alfred Newman'],[2130],0.247,0.341,0.107,77.534,-16.31,0,10,0.943,0.812,0.126,0.0532,0,833627,0,1935,1935,Second Rhapsody,,Stage & Screen,3.0
58619,['Mary Martin'],[40695],0.607,0.535,0.427,110.683,-11.826,1,1,0.714,0.0,0.228,0.336,0,154360,1,1936,1936,I Got Rhythm - from **** Crazy,,Stage & Screen,3.0
34911,['Franz Waxman'],[170330],0.191,0.264,0.368,92.095,-17.043,0,0,0.967,0.887,0.218,0.0494,0,102515,0,1939,1/1/1939,Dr. Jekyll & Mr. Hyde ****** Dr. Jekyll's Tranformation,,Stage & Screen,3.0
6941,['Alfred Newman'],[2130],0.199,0.277,0.253,95.73,-12.633,0,2,0.417,0.877,0.293,0.0302,0,254000,0,1939,1/1/1939,Anastasia ****** Anastasia Waltz,,Stage & Screen,3.0
7896,['Andrew Lloyd Webber'],[3595],0.406,0.201,0.306,73.329,-16.055,1,2,0.684,1.41e-06,0.105,0.0321,0,223667,0,1939,7/1/1939,Jesus Christ Superstar: I Don't Know How to Love Him,,Stage & Screen,3.0
7913,['Andrew Lloyd Webber'],[3595],0.212,0.144,0.192,79.612,-18.58,1,1,0.805,0.000165,0.194,0.0348,0,303027,0,1939,7/1/1939,Evita: Don't Cry for Me Argentina (Sung in **********,,Stage & Screen,3.0
60563,['Mikl贸s R贸zsa'],[583723],0.283,0.239,0.0506,85.431,-13.962,1,8,0.884,0.614,0.108,0.0289,0,731254,0,1939,1/1/1939,Spellbound ****** Spellbound Concerto,,Stage & Screen,3.0
38915,['Harold Arlen'],[60306],0.709,0.155,0.573,130.587,-22.74,1,5,0.862,0.0,0.527,0.819,0,319160,15,1939,8/25/1939,Munchkinland Musical Sequence - Rehearsal Demo,,Stage & Screen,3.0
38916,['Harold Arlen'],[60306],0.866,0.213,0.931,116.712,-22.712,1,3,0.79,3.3e-05,0.177,0.658,0,36840,14,1939,8/25/1939,Optimistic Voices - Rehearsal Demo,,Stage & Screen,3.0
